N274,CentavitoNET274,PesoCentavito274,PopoCentavito274,DianitaNET274,PesoDianita274,PopoDianita274,LeticiaNET274,PesoLeticia274,PopoLeticia274,MorochaNET274,PesoMorocha274,PopoMorocha274,MuchiraNET274,PesoMuchira274,PopoMuchira274,SorayaNET274,PesoSoraya274,PopoSoraya274,VivianaNET274,PesoViviana274,PopoViviana274
125,14.4,344.4973514,34.44973514,9.4,474.6590426,47.46590426,8.8,466.6232332,46.66232332,8.8,472.6850387,47.26850387,13,407.4831112,40.74831112,11,435.0668404,43.50668404,9.6,483.3981918,48.33981918
126,13.6,344.7752889,34.47752889,4,475.314042,47.5314042,13.6,467.6113992,46.76113992,15.4,476.5283769,47.65283769,12.6,408.2172738,40.82172738,6.8,435.1599451,43.51599451,11.2,485.6083175,48.56083175
127,11.8,345.0605371,34.50605371,12.2,475.9309504,47.59309504,11.2,468.551255,46.8551255,13.4,480.3515833,48.03515833,13.2,408.9449249,40.89449249,7.4,435.2571689,43.52571689,9.8,487.8935453,48.78935453
128,13,345.3530085,34.53530085,10.8,476.5013854,47.65013854,12.2,469.4408009,46.94408009,12.8,484.1217446,48.41217446,12.4,409.6656984,40.96656984,8.6,435.3584055,43.53584055,12.6,490.2370029,49.02370029
129,12.8,345.6526156,34.56526156,11.8,477.0169643,47.70169643,10.6,470.2780375,47.02780375,15,487.8059471,48.78059471,13.2,410.379228,41.0379228,7.6,435.4635489,43.54635489,12,492.6218182,49.26218182
130,13.2,345.9592707,34.59592707,11.8,477.4693044,47.74693044,11.6,471.0609653,47.10609653,12,491.3712775,49.13712775,11.2,411.0851474,41.10851474,7.4,435.5724928,43.55724928,11.4,495.0311191,49.50311191
131,12.4,346.2728863,34.62728863,12.8,477.8500231,47.78500231,10.9,471.7875846,47.17875846,12.6,494.7848222,49.47848222,10.5,411.7830904,41.17830904,8.1,435.6851312,43.56851312,12.6,497.4480334,49.74480334
132,11,346.5933747,34.65933747,10.2,478.1507379,47.81507379,12.6,472.4558961,47.24558961,9.2,498.0136677,49.80136677,13.4,412.4726907,41.24726907,8.6,435.8013578,43.58013578,11.4,499.8556891,49.98556891
133,13.2,346.9206485,34.69206485,11,478.3630661,47.83630661,12.6,473.0639,47.30639,14,501.0249007,50.10249007,12.7,413.1535821,41.31535821,9,435.9210665,43.59210665,13,502.2372139,50.22372139
134,13.8,347.2546199,34.72546199,0,478.4786251,47.84786251,11.4,473.6095969,47.36095969,12,503.7856075,50.37856075,13,413.8253983,41.38253983,8.4,436.0441511,43.60441511,11.8,504.5757358,50.45757358
135,13.8,347.5952015,34.75952015,11.8,478.4890322,47.84890322,9.8,474.0909873,47.40909873,15,506.2628748,50.62628748,16,414.487773,41.4487773,8.6,436.1705055,43.61705055,14.2,506.8543825,50.68543825
136,14.2,347.9423056,34.79423056,10.2,478.385905,47.8385905,8,474.5060715,47.45060715,12.4,508.423789,50.8423789,12.2,415.1403401,41.51403401,8.4,436.3000235,43.63000235,11.2,509.0562821,50.90562821
137,12.8,348.2958447,34.82958447,12,478.1608606,47.81608606,10,474.8528502,47.48528502,13,510.2354366,51.02354366,14.2,415.7827331,41.57827331,8.4,436.4325989,43.64325989,11.16,511.1645623,51.11645623
138,15.8,348.6557312,34.86557312,11.2,477.8058561,47.78058561,11.4,475.1293972,47.51293972,12.9,511.6660305,51.16660305,13.4,416.414586,41.6414586,7.3,436.5681256,43.65681256,10.6,513.1623509,51.31623509
139,7.8,349.0218774,34.90218774,7.6,477.320653,47.7320653,7.6,475.3354791,47.53354791,13,512.7095072,51.27095072,14.2,417.0355324,41.70355324,6.6,436.7064975,43.67064975,11,515.032776,51.5032776
140,14.2,349.3941959,34.93941959,7.4,476.7128174,47.67128174,8,475.4725547,47.54725547,15.2,513.3855264,51.33855264,12.6,417.6452061,41.76452061,11.8,436.8476083,43.68476083,12.8,516.7589652,51.67589652
141,16.29,349.772599,34.9772599,11.2,475.9902551,47.59902551,11.8,475.5421565,47.55421565,11,513.7148746,51.37148746,12.2,418.2432408,41.82432408,7.2,436.9913518,43.69913518,10.2,518.3240466,51.83240466
142,16.4,350.1569991,35.01569991,15.8,475.1608717,47.51608717,11.2,475.5458168,47.55458168,11,513.7183379,51.37183379,14,418.8292702,41.88292702,7.6,437.1376221,43.71376221,13.8,519.7111479,51.97111479
143,13.3,350.5473087,35.05473087,11,474.2325729,47.42325729,11.4,475.4850681,47.54850681,12.4,513.4167027,51.34167027,11.8,419.4029282,41.94029282,6.8,437.2863128,43.72863128,10.6,520.903397,52.0903397
144,14.9,350.9434402,35.09434402,11.2,473.2132644,47.32132644,11.2,475.3614428,47.53614428,12.4,512.8307551,51.28307551,14.4,419.9638484,41.99638484,7.8,437.4373178,43.74373178,12.1,521.8839218,52.18839218
145,14.4,351.345306,35.1345306,11.4,472.1108519,47.21108519,11.2,475.1764733,47.51764733,14.1,511.9812816,51.19812816,9.2,420.5116646,42.05116646,7.5,437.590531,43.7590531,9.8,522.6358501,52.26358501
146,13,351.7528185,35.17528185,10.8,470.9332411,47.09332411,9.6,474.9316922,47.49316922,12.4,510.8890682,51.08890682,9,421.0460105,42.10460105,7.8,437.7458461,43.77458461,12.8,523.1423098,52.31423098
147,15.6,352.1658901,35.21658901,9.8,469.6883377,46.96883377,11,474.6286317,47.46286317,13.2,509.5749014,50.95749014,0,421.5665199,42.15665199,3.8,437.9031571,43.79031571,13,523.3864289,52.33864289
148,14.4,352.5844333,35.25844333,9.8,468.3840473,46.83840473,13.6,474.2688244,47.42688244,14.4,508.0595674,50.80595674,10.2,422.0728266,42.20728266,10.4,438.0623578,43.80623578,12.6,523.351335,52.3351335
149,16,353.0083605,35.30083605,11.2,467.0282757,46.70282757,13.4,473.8538026,47.38538026,13,506.3638524,50.63638524,12,422.5645642,42.25645642,6.8,438.2233419,43.82233419,11,523.0201562,52.30201562
150,15.56,353.437584,35.3437584,9.6,465.6289285,46.56289285,9.4,473.3850988,47.33850988,9.2,504.5085427,50.45085427,9.2,423.0413665,42.30413665,7,438.3860034,43.83860034,12.4,522.3760202,52.23760202
151,16.2,353.8720163,35.38720163,11,464.1939114,46.41939114,9.8,472.8642455,47.28642455,12.6,502.5144247,50.25144247,12.4,423.5028673,42.35028673,7.8,438.5502361,43.85502361,12.3,521.4020549,52.14020549
152,14.6,354.3115698,35.43115698,9.1,462.7311301,46.27311301,9.9,472.292775,47.2292775,12.5,500.4022844,50.04022844,16.6,423.9487003,42.39487003,6.7,438.7159339,43.87159339,13,520.0813883,52.00813883
153,12.8,354.756157,35.4756157,10,461.2484904,46.12484904,11.2,471.6722197,47.16722197,13.4,498.1929083,49.81929083,11.4,424.3784992,42.43784992,5.8,438.8829905,43.88829905,12.6,518.3974111,51.83974111
154,12,355.2056902,35.52056902,11.4,459.7538978,45.97538978,10.6,471.0041122,47.10041122,11,495.9070826,49.59070826,10.2,424.7918978,42.47918978,5.2,439.0512997,43.90512997,11,516.3491898,51.63491898
155,13.2,355.6600819,35.56600819,9.6,458.2552581,45.82552581,9.6,470.2899848,47.02899848,14.8,493.5655935,49.35655935,11.4,425.1885298,42.51885298,7.2,439.2207556,43.92207556,13.6,513.9600827,51.39600827
156,13.8,356.1192445,35.61192445,12,456.7604769,45.67604769,9.8,469.5313699,46.95313699,12,491.1892274,49.11892274,11.6,425.568029,42.5568029,6,439.3912518,43.93912518,13,511.2555417,51.12555417
157,11.2,356.5830904,35.65830904,14.9,455.2774601,45.52774601,11.2,468.7298001,46.87298001,11.4,488.7987704,48.87987704,10.2,425.9300292,42.59300292,6.2,439.5626822,43.95626822,12,508.2610186,50.82610186
158,13.8,357.051532,35.7051532,14,453.8141131,45.38141131,12.2,467.8868076,46.78868076,12.8,486.415009,48.6415009,11.3,426.2741639,42.62741639,7,439.7349407,43.97349407,13.3,505.0019652,50.50019652
159,12.4,357.5244817,35.75244817,9.6,452.3783418,45.23783418,11,467.0039251,46.70039251,13.1,484.0587292,48.40587292,11.7,426.6000671,42.66000671,6.1,439.9079211,43.99079211,11,501.5038335,50.15038335
160,14.8,358.001852,35.8001852,10.8,450.9780518,45.09780518,10.49,466.0826847,46.60826847,11.4,481.7507175,48.17507175,7,426.9073725,42.69073725,8,440.0815172,44.00815172,11.4,497.7920752,49.77920752
161,11.6,358.4835552,35.84835552,10.8,449.6211488,44.96211488,12,465.1246191,46.51246191,14.8,479.51176,47.951176,14.8,427.1957137,42.71957137,6.2,440.2556229,44.02556229,11.6,493.8921423,49.38921423
162,9.6,358.9695039,35.89695039,6.7,448.3155385,44.83155385,12.4,464.1312606,46.41312606,11.6,477.3626431,47.73626431,13.4,427.4647246,42.74647246,6.2,440.430132,44.0430132,11.2,489.8294867,48.98294867
163,11.4,359.4596103,35.94596103,8.2,447.0691266,44.70691266,13.2,463.1041417,46.31041417,10.8,475.3241529,47.53241529,10.2,427.7140389,42.77140389,5.6,440.6049384,44.06049384,12,485.62956,48.562956
164,12.6,359.953787,35.9953787,8,445.8898187,44.58898187,12,462.0447948,46.20447948,11,473.4170759,47.34170759,10.4,427.9432903,42.79432903,7,440.7799358,44.07799358,13.6,481.3178144,48.13178144
165,12.2,360.4519463,36.04519463,7.4,444.7855095,44.47855095,13.2,460.9547523,46.09547523,9.8,471.6621672,47.16621672,9.2,428.1521125,42.81521125,6.2,440.9550182,44.09550182,12.5,476.9197015,47.69197015
166,8.4,360.9540006,36.09540006,6,443.7614603,44.37614603,11.2,459.8355466,45.98355466,11.2,470.0738592,47.00738592,11.8,428.3401394,42.83401394,5.9,441.1300793,44.11300793,14.8,472.4606733,47.24606733
167,11.4,361.4598624,36.14598624,6.2,442.8170437,44.28170437,15.2,458.6887102,45.86887102,11.2,468.6524906,46.86524906,13.2,428.5070046,42.85070046,5.4,441.3050131,44.13050131,10.8,467.9661816,46.79661816
168,12.6,361.9694442,36.19694442,6.6,441.9508414,44.19508414,12.3,457.5157755,45.75157755,13,467.396487,46.7396487,12.4,428.652342,42.8652342,7.4,441.4797133,44.14797133,12.2,463.4616782,46.34616782
169,12,362.4826582,36.24826582,7.6,441.1614353,44.11614353,13.4,456.3182749,45.63182749,10.2,466.3042744,46.63042744,10.8,428.7757852,42.87757852,5.2,441.6540737,44.16540737,10.2,458.9726152,45.89726152
170,11.8,362.9994169,36.29994169,6.4,440.4474073,44.04474073,14.2,455.0977409,45.50977409,13,465.3742784,46.53742784,13.4,428.8769679,42.88769679,6.6,441.8279883,44.18279883,12.4,454.5244442,45.45244442
171,13.1,363.5196328,36.35196328,7.2,439.8073391,43.98073391,13.4,453.8557059,45.38557059,10.4,464.6049249,46.46049249,10.4,428.955524,42.8955524,3.8,442.0013509,44.20013509,12.8,450.1426172,45.01426172
172,15.1,364.0432182,36.40432182,6.6,439.2398126,43.92398126,12,452.5937023,45.25937023,11.4,463.9946397,46.39946397,11,429.0110872,42.90110872,5.8,442.1740553,44.21740553,12.2,445.852586,44.5852586
173,12.2,364.5700856,36.45700856,7,438.7434097,43.87434097,11.3,451.3132625,45.13132625,9.9,463.5418486,46.35418486,11.5,429.0432912,42.90432912,6.6,442.3459953,44.23459953,11.4,441.6798025,44.16798025
174,14,365.1001474,36.51001474,7.6,438.3167122,43.83167122,11.8,450.015919,45.0015919,9.6,463.2449773,46.32449773,11.2,429.0517698,42.90517698,5.6,442.5170647,44.25170647,12.2,437.6497186,43.76497186
175,13.6,365.633316,36.5633316,6.8,437.9583019,43.79583019,12.6,448.7032042,44.87032042,11,463.1024517,46.31024517,11,429.0361566,42.90361566,6.4,442.6871575,44.26871575,11,433.787786,43.3787786
176,16.2,366.1695039,36.61695039,7.6,437.6667606,43.76667606,11.6,447.3766506,44.73766506,11.2,463.1126975,46.31126975,12,428.9960856,42.89960856,6,442.8561675,44.28561675,11.4,430.1194568,43.01194568
177,15,366.7086233,36.67086233,5.2,437.4406703,43.74406703,12.8,446.0377905,44.60377905,13.4,463.2741405,46.32741405,9.8,428.9311903,42.89311903,6.2,443.0239884,44.30239884,12.8,426.6701826,42.66701826
178,15,367.2505869,36.72505869,6.8,437.2786128,43.72786128,10.4,444.6881564,44.46881564,10.2,463.5852066,46.35852066,12.6,428.8411046,42.88411046,7.6,443.1905142,44.31905142,11.2,423.4654155,42.34654155
179,13,367.7953069,36.77953069,6.6,437.1791698,43.71791698,13.4,443.3292807,44.33292807,8,464.0443215,46.40443215,11,428.7254621,42.87254621,6.8,443.3556387,44.33556387,11.6,420.5306072,42.05306072
180,13.2,368.3426958,36.83426958,8,437.1409232,43.71409232,11.2,441.9626958,44.19626958,11.3,464.649911,46.4649911,12.6,428.5838967,42.85838967,5.6,443.5192557,44.35192557,9.2,417.8912097,41.78912097
181,12.2,368.892666,36.8892666,6.4,437.1624549,43.71624549,11.4,440.5899342,44.05899342,9.8,465.400401,46.5400401,12,428.416042,42.8416042,6.8,443.681259,44.3681259,12.4,415.5726747,41.55726747
182,15,369.4451299,36.94451299,5.2,437.2423468,43.72423468,8,439.2125283,43.92125283,10,466.2942171,46.62942171,12.4,428.2215319,42.82215319,5,443.8415425,44.38415425,12.6,413.6004542,41.36004542
183,13,370,37,5.6,437.3791805,43.73791805,13.2,437.8320106,43.78320106,11.6,467.3297852,46.73297852,15,428,42.8,5.4,444,44.4,8.8,412,41.2
184,14,370.557199,37.0557199,5.6,437.5715381,43.75715381,12.8,436.4499134,43.64499134,10.8,468.5055311,46.85055311,9.6,427.7511913,42.77511913,5.8,444.1565466,44.41565466,11.8,410.7888677,41.07888677
185,12.9,371.1166911,37.11166911,10,437.8180012,43.78180012,12,435.0677692,43.50677692,12.2,469.8198806,46.98198806,12.6,427.4752956,42.74752956,5.4,444.3111824,44.43111824,13,409.9530064,40.99530064
186,10.6,371.6784507,37.16784507,7,438.1171519,43.81171519,12.8,433.6871104,43.36871104,12.2,471.2712595,47.12712595,15,427.1726139,42.71726139,5.8,444.4639284,44.44639284,12.8,409.4704688,40.94704688
187,12.8,372.2424525,37.22424525,6.6,438.4675718,43.84675718,12.1,432.3094694,43.23094694,10.4,472.8580935,47.28580935,13,426.843447,42.6843447,5.6,444.614806,44.4614806,13,409.3193078,40.93193078
188,10.6,372.808671,37.2808671,6.4,438.8678429,43.88678429,10.8,430.9363787,43.09363787,9.2,474.5788085,47.45788085,13.4,426.488096,42.6488096,5.6,444.7638365,44.47638365,12.8,409.4775761,40.94775761
189,15.4,373.3770806,37.33770806,6.4,439.3165469,43.93165469,11.8,429.5693707,42.95693707,10.4,476.4318302,47.64318302,11.8,426.1068619,42.61068619,5.4,444.9110409,44.49110409,11.2,409.9233266,40.99233266
190,14.6,373.9476559,37.39476559,7.4,439.8122658,43.98122658,10.8,428.2099779,42.82099779,9,478.4155845,47.84155845,14.6,425.7000455,42.57000455,5.8,445.0564406,44.50564406,11.4,410.6346119,41.06346119
191,13.6,374.5203714,37.45203714,10.4,440.3535813,44.03535813,12.6,426.8597326,42.68597326,9,480.5284971,48.05284971,17.8,425.2679479,42.52679479,6.2,445.2000568,44.52000568,9.8,411.589485,41.1589485
192,13.1,375.0952016,37.50952016,5.2,440.9390754,44.09390754,11.6,425.5201673,42.55201673,8.6,482.7689938,48.27689938,11,424.8108701,42.48108701,6,445.3419107,44.53419107,12.6,412.7659986,41.27659986
193,16.9,375.6721211,37.56721211,9,441.5672298,44.15672298,10.4,424.1928144,42.41928144,6.2,485.1342536,48.51342536,12.8,424.329113,42.4329113,6.4,445.4820236,44.54820236,13.8,414.1422056,41.41422056
194,14,376.2511044,37.62511044,5.8,442.2359928,44.22359928,9.4,422.8792063,42.28792063,9.7,487.6147122,48.76147122,12.4,423.8229775,42.38229775,5.4,445.6204167,44.56204167,14,415.6961586,41.56961586
195,12.4,376.832126,37.6832126,5.4,442.9431316,44.29431316,11.8,421.5808755,42.15808755,10,490.198536,49.0198536,12.8,423.2927647,42.32927647,6,445.7571111,44.57571111,10.6,417.4059105,41.74059105
196,13.2,377.4151603,37.74151603,5.8,443.6864133,44.36864133,11.4,420.2993544,42.02993544,7.6,492.8738894,49.28738894,11.2,422.7387755,42.27387755,5.4,445.8921283,44.58921283,13.8,419.2495141,41.92495141
197,13.4,378.0001821,37.80001821,4.8,444.4636049,44.44636049,10.4,419.0361755,41.90361755,10.6,495.6289371,49.56289371,12.2,422.1613109,42.21613109,4.6,446.0254893,44.60254893,12.2,421.2050222,42.12050222
198,13.6,378.5871656,37.85871656,5.2,445.2724734,44.52724734,9.8,417.7928711,41.77928711,10.1,498.4518435,49.84518435,10.2,421.5606718,42.15606718,5.4,446.1572154,44.61572154,13.2,423.2504875,42.32504875
199,13.4,379.1760856,37.91760856,5.4,446.1107858,44.61107858,10,416.5709736,41.65709736,10,501.3307733,50.13307733,10,420.9371592,42.09371592,5,446.2873279,44.62873279,13.4,425.363963,42.5363963
200,13.6,379.7669165,37.97669165,6.6,446.9763091,44.69763091,11.2,415.3720156,41.53720156,11,504.2538909,50.42538909,10.4,420.2910741,42.02910741,6.4,446.415848,44.6415848,14.6,427.5235012,42.75235012
201,14.4,380.3596327,38.03596327,2.6,447.8668103,44.78668103,10.3,414.1975295,41.41975295,10.3,507.2093609,50.72093609,10.9,419.6227174,41.96227174,5.4,446.5427969,44.65427969,12.2,429.7071552,42.97071552
202,11.8,380.954209,38.0954209,8.2,448.7800565,44.87800565,10.2,413.0490476,41.30490476,10.2,510.1853479,51.01853479,9,418.9323902,41.89323902,5.4,446.6681958,44.66681958,14.8,431.8929776,43.18929776
203,13.8,381.5506196,38.15506196,10,449.7138146,44.97138146,10.4,411.9281024,41.19281024,9.8,513.1700163,51.31700163,9.4,418.2203933,41.82203933,5.6,446.792066,44.6792066,12.8,434.0590212,43.40590212
204,11.6,382.1488393,38.21488393,7.2,450.6658517,45.06658517,10,410.8362263,41.08362263,10.6,516.1515308,51.61515308,10.2,417.4870278,41.74870278,6.2,446.9144288,44.69144288,13.2,436.1833389,43.61833389
205,15,382.7488425,38.27488425,5.6,451.6339348,45.16339348,10.2,409.7749518,40.97749518,11,519.1180559,51.91180559,9.4,416.7325945,41.67325945,6,447.0353052,44.70353052,13,438.2439833,43.82439833
206,13.5,383.3506037,38.33506037,9,452.615831,45.2615831,11.2,408.745806,40.8745806,12.6,522.0577561,52.20577561,8.4,415.9573946,41.59573946,6.2,447.1547167,44.71547167,14.6,440.2190075,44.02190075
207,13.8,383.9540975,38.39540975,12.2,453.6093071,45.36093071,10.2,407.7496795,40.77496795,11.2,524.958796,52.4958796,8.6,415.1617289,41.51617289,5.2,447.2726843,44.72726843,13.6,442.086464,44.2086464
208,12,384.5592983,38.45592983,11.3,454.6121302,45.46121302,11.1,406.7862268,40.67862268,10.7,527.80934,52.780934,8.7,414.3458984,41.43458984,5.3,447.3892294,44.73892294,13,443.8244057,44.38244057
209,12.6,385.1661808,38.51661808,9.8,455.6220675,45.56220675,10,405.8549601,40.58549601,10,530.5975529,53.05975529,8.8,413.5102041,41.35102041,5.6,447.5043732,44.75043732,13.2,445.4108855,44.54108855
210,14.2,385.7747193,38.57747193,10.6,456.6368857,45.66368857,10.4,404.9553918,40.49553918,11.2,533.311599,53.3311599,10.4,412.6549469,41.26549469,5.8,447.6181368,44.76181368,15.6,446.823956,44.6823956
211,11.8,386.3848885,38.63848885,12,457.6543521,45.76543521,10.8,404.0870343,40.40870343,14.2,535.939643,53.5939643,9.6,411.7804279,41.17804279,5,447.7305416,44.77305416,14,448.0416701,44.80416701
212,12.6,386.9966628,38.69966628,10.8,458.6722335,45.86722335,10.4,403.2493997,40.32493997,12.8,538.4698494,53.84698494,7.2,410.8869479,41.08869479,6.8,447.8416088,44.78416088,11.8,449.0420806,44.90420806
213,14.2,387.6100168,38.76100168,6.4,459.688297,45.9688297,10.2,402.4420006,40.24420006,11.8,540.8903828,54.08903828,8.2,409.9748079,40.99748079,6,447.9513596,44.79513596,11.2,449.8032403,44.98032403
214,10.5,388.2249251,38.82249251,11.4,460.7003097,46.07003097,11.4,401.6643492,40.16643492,10.8,543.1894076,54.31894076,9,409.044309,40.9044309,5.2,448.0598152,44.80598152,11.4,450.3051151,45.03051151
215,13,388.841362,38.8841362,16.4,461.7060385,46.17060385,9.6,400.9159578,40.09159578,10.9,545.3550884,54.53550884,9.7,408.0957521,40.80957521,4.7,448.1669969,44.81669969,10.4,450.5498906,45.05498906
216,12.6,389.4593022,38.94593022,10.6,462.7032504,46.27032504,10.6,400.1963388,40.01963388,11,547.3755899,54.73755899,9,407.1294381,40.71294381,5.2,448.2729258,44.82729258,10.8,450.554089,45.0554089
217,12,390.0787201,39.00787201,9.6,463.6897125,46.36897125,11.4,399.5050046,39.95050046,11.6,549.2390764,54.92390764,7.4,406.145668,40.6145668,5.2,448.3776233,44.83776233,12.8,450.3344721,45.03344721
218,11.6,390.6995904,39.06995904,10,464.6631918,46.46631918,10.6,398.8414673,39.88414673,11.6,550.9337126,55.09337126,8.8,405.1447428,40.51447428,6,448.4811106,44.84811106,11.8,449.9078021,44.99078021
219,11.8,391.3218874,39.13218874,10.6,465.6214552,46.56214552,10.8,398.2052395,39.82052395,12,552.447663,55.2447663,8.6,404.1269635,40.41269635,5.4,448.5834089,44.85834089,11,449.2908408,44.92908408
220,11.5,391.9455858,39.19455858,11.8,466.5623185,46.65623185,10.2,397.5958333,39.75958333,10.6,553.7699849,55.37699849,8.4,403.092631,40.3092631,5.6,448.6845393,44.86845393,12.8,448.5003502,44.85003502
221,11.2,392.57066,39.257066,9.6,467.4843403,46.74843403,9.4,397.0127612,39.70127612,10,554.9030796,55.49030796,7.2,402.0420462,40.20420462,5.8,448.7845233,44.87845233,13.2,447.5530924,44.75530924
222,10.4,393.1970845,39.31970845,10.2,468.3866508,46.83866508,10,396.4555355,39.64555355,9.9,555.8596216,55.58596216,9.8,400.9755102,40.09755102,5.2,448.8833819,44.88833819,12.2,446.4658292,44.64658292
223,10.4,393.824834,39.3824834,10.8,469.2683943,46.92683943,10.4,395.9236685,39.59236685,11,556.65255,55.665255,7.2,399.8933239,39.98933239,5.2,448.9811365,44.89811365,11.6,445.2553226,44.52553226
224,11.2,394.4538829,39.44538829,6.9,470.1287149,47.01287149,8.8,395.4166725,39.54166725,8.8,557.2948039,55.72948039,10,398.7957883,39.87957883,5.2,449.0778082,44.90778082,12.4,443.9383347,44.39383347
225,10.2,395.0842057,39.50842057,7.4,470.9667569,47.09667569,14.6,394.9340599,39.49340599,11.4,557.7993226,55.77993226,10.8,397.6832044,39.76832044,4.4,449.1734183,44.91734183,12.4,442.5316274,44.25316274
226,11.8,395.715777,39.5715777,10.8,471.7816644,47.17816644,10.8,394.475343,39.4475343,10.2,558.1790452,55.81790452,7.4,396.555873,39.6555873,4.8,449.267988,44.9267988,11.6,441.0519625,44.10519625
227,13.4,396.3485713,39.63485713,11.4,472.5725817,47.25725817,10.2,394.0400342,39.40400342,12.4,558.4469109,55.84469109,10,395.4140953,39.54140953,4.8,449.3615386,44.93615386,15.2,439.5161023,43.95161023
228,9.6,396.982563,39.6982563,11.8,473.3386529,47.33386529,9.6,393.6276457,39.36276457,11.4,558.6158587,55.86158587,9.4,394.2581721,39.42581721,4.4,449.4540913,44.94540913,10.9,437.9408085,43.79408085
229,9.8,397.6177268,39.76177268,12.4,474.0790223,47.40790223,10,393.2376899,39.32376899,10.8,558.698828,55.8698828,8.6,393.0884044,39.30884044,4.4,449.5456672,44.95456672,12,436.3428431,43.63428431
230,7.6,398.2540371,39.82540371,7.8,474.7928341,47.47928341,7.8,392.8696792,39.28696792,10.6,558.7087578,55.87087578,7,391.9050932,39.19050932,5.4,449.6362878,44.96362878,11.6,434.7389683,43.47389683
231,11.4,398.8914685,39.88914685,8.4,475.4792325,47.54792325,8.6,392.5231258,39.25231258,11.4,558.6585874,55.86585874,5,390.7085395,39.07085395,4.4,449.7259741,44.97259741,11.8,433.1459458,43.31459458
232,8.6,399.5299954,39.95299954,11.4,476.1373616,47.61373616,11,392.1975421,39.21975421,10.8,558.5612559,55.85612559,6.4,389.4990442,38.94990442,5.6,449.8147474,44.98147474,15.8,431.5805376,43.15805376
233,12,400.1695925,40.01695925,10.8,476.7663658,47.67663658,11.6,391.8924405,39.18924405,9.4,558.4297024,55.84297024,6.6,388.2769082,38.82769082,4.4,449.9026289,44.99026289,12.6,430.0595058,43.00595058
234,10,400.8102342,40.08102342,11.8,477.3653891,47.73653891,9,391.6073332,39.16073332,10.4,558.2768661,55.82768661,7.4,387.0424326,38.70424326,5,449.98964,44.998964,12.6,428.5996124,42.85996124
235,9.4,401.451895,40.1451895,11.8,477.9335758,47.79335758,10.4,391.3417326,39.13417326,10.2,558.1156862,55.81156862,6.6,385.7959184,38.57959184,5,450.0758017,45.00758017,9.2,427.2176192,42.72176192
236,8.4,402.0945496,40.20945496,10.2,478.4700701,47.84700701,10.3,391.0951511,39.10951511,9.3,557.9591019,55.79591019,7.9,384.5376664,38.45376664,3.5,450.1611354,45.01611354,12.2,425.9302883,42.59302883
237,10.6,402.7381722,40.27381722,12.8,478.9740162,47.89740162,9.2,390.8671009,39.08671009,11.8,557.8200523,55.78200523,7.6,383.2679777,38.32679777,4.8,450.2456623,45.02456623,12.6,424.7543815,42.47543815
238,9.6,403.3827377,40.33827377,12,479.4445583,47.94445583,9.8,390.6570944,39.06570944,11.2,557.7114766,55.77114766,7.6,381.9871532,38.19871532,5.2,450.3294036,45.03294036,12.4,423.706661,42.3706661
239,9,404.0282203,40.40282203,11.8,479.8808407,47.98808407,10.8,390.4646439,39.04646439,11.4,557.646314,55.7646314,8.2,380.6954939,38.06954939,4.4,450.4123805,45.04123805,11.8,422.8038887,42.28038887
240,9,404.6745947,40.46745947,10.6,480.2820074,48.02820074,9.2,390.2892619,39.02892619,10.2,557.6375036,55.76375036,8.4,379.3933007,37.93933007,4.2,450.4946143,45.04946143,10.6,422.0628264,42.20628264
241,9.2,405.3218354,40.53218354,9.6,480.6472028,48.06472028,10,390.1304605,39.01304605,9.8,557.6979845,55.76979845,9.2,378.0808747,37.80808747,4.4,450.5761262,45.05761262,12.6,421.5002363,42.15002363
242,8.8,405.9699168,40.59699168,11.4,480.975571,48.0975571,10.6,389.9877521,38.99877521,9.8,557.840696,55.7840696,8.6,376.7585167,37.67585167,4.4,450.6569374,45.06569374,13,421.1328803,42.11328803
243,11,406.6188136,40.66188136,9.8,481.2662562,48.12662562,9.1,389.8606491,38.98606491,8.7,558.0785773,55.80785773,8.5,375.4265278,37.54265278,4.1,450.7370692,45.07370692,10.6,420.9775202,42.09775202
244,10.2,407.2685002,40.72685002,12.6,481.5184027,48.15184027,9.4,389.7486637,38.97486637,9.4,558.4245674,55.84245674,8,374.085209,37.4085209,3.2,450.8165428,45.08165428,8.6,421.0507727,42.10507727
245,9.6,407.9189512,40.79189512,11.6,481.7311546,48.17311546,9.4,389.6513084,38.96513084,9.9,558.8916055,55.88916055,8.8,372.7348611,37.27348611,5.4,450.8953795,45.08953795,11.4,421.3601163,42.13601163
246,9.4,408.5701411,40.85701411,10.9,481.9036562,48.19036562,10.2,389.5680955,38.95680955,10.6,559.4926309,55.94926309,9.6,371.3757852,37.13757852,3.8,450.9736004,45.09736004,12.6,421.898846,42.1898846
247,8.8,409.2220444,40.92220444,9.6,482.0350623,48.20350623,10,389.4985373,38.94985373,9.6,560.2404985,56.02404985,8.6,370.0082822,37.00082822,3.8,451.0512268,45.10512268,13,422.6590521,42.26590521
248,8,409.8746356,40.98746356,0,482.1253578,48.21253578,4.4,389.442146,38.9442146,8.6,561.1415687,56.11415687,10.6,368.6326531,36.86326531,4.4,451.1282799,45.11282799,13,423.6328246,42.36328246
249,11,410.5278892,41.05278892,12.8,482.175934,48.2175934,10.6,389.3984341,38.93984341,9.2,562.1911949,56.21911949,8.6,367.2491988,36.72491988,4.6,451.204781,45.1204781,0,424.8122536,42.48122536
